Date and Time,Wind Speed (m/s),Wind Dir (Deg),precipitation,water_temp,ph,turbidity,tds,Chl(ug/l),tss,BGA (mg/L),do,salinity,Rel.Hum (%),air_temp,Year,Month
2022-02-03 12:10:00,5.01,200.0,0.0,27.97,8.49,21.47,17.14,2.98,0.0,31.57,6.16,18.2,74.0,26.3,2022,2
2022-02-03 12:20:00,4.53,212.0,0.0,28.0,8.48,21.38,17.18,3.29,0.0,30.6,6.18,18.2,74.0,26.1,2022,2
2022-02-03 12:30:00,3.66,244.0,0.0,28.01,8.49,20.82,17.19,2.7,0.0,26.72,6.09,18.2,74.0,26.4,2022,2
2022-02-03 12:40:00,5.76,246.0,0.0,28.03,8.48,20.84,17.15,2.14,0.0,24.06,6.08,18.2,75.0,26.6,2022,2
2022-02-03 12:50:00,5.51,241.0,0.0,28.06,8.49,20.59,17.22,2.26,0.0,22.76,6.16,18.2,72.0,26.4,2022,2
2022-02-03 13:00:00,4.57,224.0,0.0,28.07,8.48,20.7,17.21,1.67,0.0,23.09,6.21,18.2,72.0,26.4,2022,2
2022-02-03 13:10:00,4.23,239.0,0.0,28.08,8.49,21.35,17.19,1.65,0.0,20.99,6.24,18.2,72.0,26.4,2022,2
2022-02-03 13:20:00,5.14,253.0,0.0,28.09,8.48,21.19,17.25,2.09,0.0,24.64,6.23,18.2,73.0,26.6,2022,2
2022-02-03 13:30:00,5.66,237.0,0.0,28.12,8.49,20.02,17.22,1.91,0.0,20.53,6.24,18.2,73.0,26.4,2022,2
2022-02-03 13:40:00,6.14,243.0,0.0,28.12,8.49,20.85,17.21,1.79,0.0,22.53,6.24,18.2,73.0,26.4,2022,2
2022-02-03 13:50:00,4.46,223.0,0.0,28.08,8.49,19.53,17.21,2.0,0.0,22.13,6.26,18.2,73.0,26.5,2022,2
2022-02-03 14:00:00,4.78,236.0,0.0,28.04,8.49,20.15,17.21,1.69,0.0,20.4,6.15,18.2,75.0,26.6,2022,2
2022-02-03 14:10:00,5.39,212.0,0.0,28.07,8.5,19.68,17.21,1.89,0.0,20.12,6.13,18.2,77.0,26.7,2022,2
2022-02-03 14:20:00,4.84,245.0,0.0,28.07,8.49,19.84,17.21,1.87,0.0,20.59,6.25,18.2,74.0,26.6,2022,2
2022-02-03 14:30:00,5.41,234.0,0.0,28.07,8.48,20.08,17.2,2.05,0.0,21.01,6.34,18.2,74.0,26.6,2022,2
2022-02-03 14:40:00,6.4,236.0,0.0,28.06,8.5,18.72,17.21,1.79,0.0,19.51,6.35,18.2,73.0,26.4,2022,2
2022-02-03 14:50:00,5.27,256.0,0.0,28.07,8.5,19.47,17.18,1.8,0.0,22.03,6.48,18.2,75.0,26.5,2022,2
2022-02-03 15:00:00,5.78,214.0,0.0,28.05,8.5,19.3,17.18,2.31,0.0,20.61,6.54,18.2,74.0,26.5,2022,2
2022-02-03 15:10:00,4.31,220.0,0.0,28.02,8.5,20.36,17.17,1.74,0.0,19.81,6.54,18.2,75.0,26.6,2022,2
2022-02-03 15:20:00,4.36,233.0,0.0,28.01,8.5,19.96,17.14,1.94,0.0,18.86,6.49,18.2,72.0,26.3,2022,2
2022-02-03 15:30:00,4.51,245.0,0.0,28.01,8.5,20.13,17.13,2.09,0.0,19.3,6.52,18.2,74.0,26.7,2022,2
2022-02-03 15:40:00,5.87,223.0,0.0,28.01,8.5,21.48,17.15,1.7,0.0,19.26,6.33,18.2,74.0,26.4,2022,2
2022-02-03 15:50:00,5.21,199.0,0.0,28.36,8.5,22.53,16.9,3.67,0.0,35.14,4.98,18.2,74.0,26.5,2022,2
2022-02-03 16:00:00,6.36,229.0,0.0,28.49,8.5,22.15,16.8,4.41,0.0,47.24,4.53,18.2,74.0,26.5,2022,2
2022-02-03 16:10:00,5.17,244.0,0.0,28.43,8.5,21.37,16.67,5.17,0.0,50.95,4.88,18.2,75.0,26.6,2022,2
2022-02-03 16:20:00,4.53,223.0,0.0,28.57,8.5,22.03,16.63,10.66,0.0,62.36,4.8,18.2,75.0,26.7,2022,2
2022-02-03 16:30:00,5.41,232.0,0.0,28.59,8.5,21.33,16.61,14.85,0.0,58.97,4.88,18.2,75.0,26.7,2022,2
2022-02-03 16:40:00,6.02,213.0,0.0,28.49,8.51,22.27,16.61,12.13,0.0,80.5,5.34,18.2,74.0,26.6,2022,2
2022-02-03 16:50:00,5.12,215.0,0.0,28.41,8.51,23.58,16.64,9.47,0.0,84.7,5.62,18.2,74.0,26.5,2022,2
2022-02-03 17:00:00,5.34,220.0,0.0,28.3,8.51,21.41,16.67,12.28,0.0,87.4,5.66,18.2,74.0,26.5,2022,2
2022-02-03 17:10:00,5.15,237.0,0.0,28.14,8.51,21.02,16.74,7.2,0.0,75.98,5.92,18.2,75.0,26.6,2022,2
2022-02-03 17:20:00,5.58,218.0,0.0,28.04,8.51,20.07,16.8,4.05,0.0,73.46,5.99,18.2,76.0,26.7,2022,2
2022-02-03 17:30:00,4.13,216.0,0.0,28.05,8.51,19.38,16.84,4.12,0.0,73.05,6.32,18.2,75.0,26.5,2022,2
2022-02-03 17:40:00,4.44,228.0,0.0,28.09,8.5,21.55,16.78,4.62,0.0,68.62,6.68,18.2,75.0,26.4,2022,2
2022-02-03 17:50:00,3.47,229.0,0.0,28.11,8.51,20.91,16.72,8.09,0.0,83.7,7.02,18.2,76.0,26.5,2022,2
2022-02-03 18:00:00,4.54,212.0,0.0,28.1,8.51,20.78,16.73,4.47,0.0,86.9,7.03,18.2,75.0,26.3,2022,2
2022-02-03 18:10:00,4.36,198.0,0.0,28.06,8.51,21.16,16.69,4.42,0.0,81.0,7.13,18.2,76.0,26.4,2022,2
2022-02-03 18:20:00,2.87,226.0,0.0,27.88,8.51,20.5,16.72,2.7,0.0,69.62,6.24,18.2,76.0,26.5,2022,2
2022-02-03 18:30:00,4.4,186.0,0.0,27.88,8.51,20.47,16.8,3.74,0.0,63.71,6.02,18.2,76.0,26.4,2022,2
2022-02-03 18:40:00,4.14,182.0,0.0,28.03,8.51,22.23,16.7,8.95,0.0,85.8,7.08,18.2,77.0,26.4,2022,2
2022-02-03 18:50:00,4.14,223.0,0.0,28.05,8.51,22.59,16.66,7.4,0.0,92.9,7.48,18.2,77.0,26.4,2022,2
2022-02-03 19:00:00,4.55,211.0,0.0,28.03,8.51,22.84,16.62,5.27,0.0,97.3,7.64,18.2,77.0,26.4,2022,2
2022-02-03 19:10:00,4.79,205.0,0.0,28.02,8.51,20.29,16.65,4.53,0.0,97.9,7.78,18.2,77.0,26.4,2022,2
2022-02-03 19:20:00,3.68,207.0,0.0,27.99,8.51,21.97,16.63,5.32,0.0,94.6,7.94,18.2,77.0,26.5,2022,2
2022-02-03 19:30:00,4.61,213.0,0.0,27.96,8.51,19.84,16.66,5.21,0.0,83.1,7.81,18.2,77.0,26.3,2022,2
2022-02-03 19:40:00,6.41,198.0,0.0,27.92,8.51,20.39,16.65,2.45,0.0,76.78,7.91,18.2,79.0,26.6,2022,2
2022-02-03 19:50:00,5.16,206.0,0.0,27.9,8.51,21.1,16.68,5.83,0.0,69.05,7.82,18.2,77.0,26.4,2022,2
2022-02-03 20:00:00,4.55,234.0,0.0,27.88,8.51,15.74,16.71,5.06,0.0,66.69,7.47,18.2,77.0,26.5,2022,2
2022-02-03 20:10:00,5.69,233.0,0.0,27.86,8.51,20.3,16.73,4.04,0.0,54.65,6.95,18.2,77.0,26.4,2022,2
2022-02-03 20:20:00,5.88,244.0,0.0,27.86,8.51,20.0,16.69,2.7,0.0,49.28,6.44,18.2,77.0,26.5,2022,2
2022-02-03 20:30:00,4.94,228.0,0.0,27.87,8.51,23.11,16.72,3.49,0.0,52.73,6.16,18.2,78.0,26.5,2022,2
2022-02-03 20:40:00,4.57,210.0,0.0,27.88,8.51,21.0,16.75,3.85,0.0,50.53,6.1,18.2,77.0,26.4,2022,2
2022-02-03 20:50:00,5.02,217.0,0.0,27.87,8.51,20.6,16.72,3.77,0.0,49.13,6.08,18.2,77.0,26.5,2022,2
2022-02-03 21:00:00,5.34,230.0,0.0,27.85,8.5,20.81,16.63,3.68,0.0,47.35,6.07,18.2,77.0,26.5,2022,2
2022-02-03 21:10:00,4.62,234.0,0.0,27.83,8.504999999999999,20.14,16.6,3.97,0.0,53.5,5.89,18.2,77.0,26.5,2022,2
2022-02-03 21:20:00,5.35,238.0,0.0,27.83,8.51,20.95,16.65,3.51,0.0,53.04,5.93,18.2,76.0,26.4,2022,2
2022-02-03 21:30:00,4.74,205.0,0.0,27.83,8.51,21.05,16.66,3.57,0.0,53.77,5.84,18.2,77.0,26.5,2022,2
2022-02-03 21:40:00,5.92,226.0,0.0,27.82,8.51,21.92,16.67,3.4,0.0,48.59,5.9,18.2,77.0,26.4,2022,2
2022-02-03 21:50:00,5.01,264.0,0.0,27.82,8.51,19.8,16.68,3.59,0.0,47.85,5.93,18.2,77.0,26.3,2022,2
2022-02-03 22:00:00,3.5,258.0,0.0,27.8,8.51,23.41,16.7,3.37,0.0,48.19,5.86,18.2,77.0,26.7,2022,2
2022-02-03 22:10:00,4.33,238.0,0.0,27.79,8.5,20.18,16.69,3.11,0.0,45.35,5.9,18.2,75.0,26.5,2022,2
2022-02-03 22:20:00,4.88,220.0,0.0,27.77,8.51,19.53,16.7,3.04,0.0,40.71,5.79,18.2,75.0,26.5,2022,2
2022-02-03 22:30:00,4.54,235.0,0.0,27.75,8.51,20.83,16.69,2.72,0.0,42.71,5.74,18.2,75.0,26.4,2022,2
2022-02-03 22:40:00,5.09,220.0,0.0,27.74,8.51,20.5,16.7,2.77,0.0,46.49,5.78,18.2,76.0,26.6,2022,2
2022-02-03 22:50:00,3.81,241.0,0.0,27.74,8.51,20.41,16.69,2.81,0.0,45.3,5.71,18.2,75.0,26.3,2022,2
2022-02-03 23:00:00,4.18,214.0,0.0,27.71,8.51,21.84,16.7,2.74,0.0,42.24,5.55,18.2,74.0,26.4,2022,2
2022-02-03 23:10:00,4.41,238.0,0.0,27.66,8.51,21.06,16.69,2.67,0.0,40.89,5.71,18.2,75.0,26.2,2022,2
2022-02-03 23:20:00,4.84,259.0,0.0,27.67,8.51,21.37,16.68,2.66,0.0,41.44,5.65,18.2,76.0,26.4,2022,2
2022-02-03 23:30:00,5.3,209.0,0.0,27.66,8.51,21.57,16.66,2.62,0.0,43.46,5.58,18.2,77.0,26.4,2022,2
2022-02-03 23:40:00,5.08,266.0,0.0,27.64,8.5,20.7,16.62,2.97,0.0,43.64,5.6,18.2,76.0,26.3,2022,2
2022-02-03 23:50:00,4.87,242.0,0.0,27.62,8.5,20.03,16.59,2.62,0.0,45.34,5.58,18.2,77.0,26.4,2022,2
2022-02-04 00:00:00,4.56,227.0,0.0,27.62,8.51,18.75,16.55,2.53,0.0,43.36,5.54,18.2,77.0,26.3,2022,2
2022-02-04 00:10:00,4.38,247.0,0.0,27.61,8.5,19.72,16.6,3.18,0.0,41.25,5.52,18.2,76.0,26.3,2022,2
2022-02-04 00:20:00,3.85,227.0,0.0,27.61,8.5,37.89,16.63,2.57,0.0,45.92,5.54,18.2,79.0,26.7,2022,2
2022-02-04 00:30:00,5.76,256.0,0.0,27.56,8.5,19.01,16.57,2.7,0.0,46.38,5.48,18.2,77.0,26.4,2022,2
2022-02-04 00:40:00,4.73,251.0,0.0,27.54,8.5,19.04,16.6,2.17,0.0,44.07,5.47,18.2,77.0,26.4,2022,2
2022-02-04 00:50:00,4.93,235.0,0.0,27.54,8.5,19.81,16.61,2.22,0.0,44.22,5.49,18.2,78.0,26.4,2022,2
2022-02-04 01:00:00,3.77,232.0,0.0,27.51,8.5,20.11,16.62,2.08,0.0,43.98,5.37,18.2,78.0,26.3,2022,2
2022-02-04 01:10:00,5.15,233.0,0.0,27.5,8.5,20.66,16.65,2.84,0.0,49.75,5.38,18.2,79.0,26.4,2022,2
2022-02-04 01:20:00,5.1,263.0,0.0,27.45,8.5,21.01,16.6,3.1,0.0,49.47,5.38,18.2,78.0,26.2,2022,2
2022-02-04 01:30:00,4.75,226.0,0.0,27.23,8.5,21.36,16.1,4.7,0.0,48.52,3.68,18.2,78.0,26.1,2022,2
2022-02-04 01:40:00,5.18,217.0,0.0,27.16,8.5,21.85,15.65,6.98,0.0,49.45,1.31,18.2,79.0,26.4,2022,2
2022-02-04 01:50:00,4.32,236.0,0.0,26.87,8.5,23.96,14.62,6.72,0.0,49.53,0.73,18.2,78.0,26.2,2022,2
2022-02-04 02:00:00,3.95,246.0,0.0,26.96,8.5,23.87,14.75,5.5,0.0,44.88,0.61,18.2,78.0,26.2,2022,2
2022-02-04 02:10:00,5.74,220.0,0.0,26.9,8.5,23.38,14.39,6.51,0.0,41.48,0.52,18.2,78.0,26.0,2022,2
2022-02-04 02:20:00,4.28,219.0,0.0,26.92,8.5,23.75,14.38,6.89,0.0,40.06,0.52,18.2,78.0,26.2,2022,2
2022-02-04 02:30:00,5.33,235.0,0.0,26.86,8.5,23.43,14.36,4.62,0.0,39.17,0.52,18.2,79.0,26.4,2022,2
2022-02-04 02:40:00,4.06,232.0,0.0,26.87,8.5,24.92,14.43,5.55,0.0,38.01,0.52,18.2,78.0,26.1,2022,2
2022-02-04 02:50:00,5.42,211.0,0.0,26.85,8.5,24.49,14.67,5.6,0.0,37.12,0.52,18.2,78.0,26.1,2022,2
2022-02-04 03:00:00,4.91,255.0,0.0,26.92,8.5,22.72,15.06,6.43,0.0,39.19,0.65,18.2,79.0,26.2,2022,2
2022-02-04 03:10:00,4.95,257.0,0.0,27.1,8.5,20.54,15.76,5.25,0.0,38.22,1.39,18.2,78.0,26.1,2022,2
2022-02-04 03:20:00,5.66,215.0,0.0,27.12,8.5,23.27,15.92,7.62,0.0,32.8,1.84,18.2,78.0,26.0,2022,2
2022-02-04 03:30:00,4.93,220.0,0.0,27.06,8.5,21.4,15.79,4.15,0.0,31.78,1.55,18.2,77.0,26.2,2022,2
2022-02-04 03:40:00,3.7,258.0,0.0,26.87,8.49,24.7,15.02,7.76,0.0,42.61,0.52,18.2,77.0,26.1,2022,2
2022-02-04 03:50:00,4.65,270.0,0.0,26.94,8.5,25.18,15.16,8.53,0.0,41.52,0.64,18.2,78.0,26.3,2022,2
2022-02-04 04:00:00,4.24,265.0,0.0,26.77,8.5,25.3,14.9,6.56,0.0,45.92,0.52,18.2,77.0,26.1,2022,2
2022-02-04 04:10:00,5.32,246.0,0.0,26.71,8.5,26.46,14.74,6.57,0.0,46.04,0.52,18.2,76.0,26.1,2022,2
2022-02-04 04:20:00,3.02,255.0,0.0,26.68,8.49,25.23,14.72,7.93,0.0,42.61,0.52,18.2,77.0,26.1,2022,2
2022-02-04 04:30:00,4.03,305.0,0.0,26.62,8.49,26.63,14.66,6.06,0.0,40.12,0.52,18.2,80.0,25.5,2022,2
2022-02-04 04:40:00,4.07,336.0,0.0,26.65,8.49,29.21,14.57,1.71,0.0,40.0,0.52,18.2,82.0,25.0,2022,2
2022-02-04 04:50:00,3.0,304.0,0.0,26.75,8.48,31.49,14.28,5.36,0.0,41.45,0.52,18.2,82.0,24.7,2022,2
2022-02-04 05:00:00,3.54,296.0,0.0,26.88,8.48,29.35,14.69,5.9,0.0,37.29,0.52,18.2,83.0,24.6,2022,2
2022-02-04 05:10:00,2.84,262.0,0.0,27.01,8.48,26.63,15.38,6.29,0.0,38.29,0.74,18.2,84.0,24.5,2022,2
2022-02-04 05:20:00,1.83,227.0,0.0,26.93,8.47,27.02,15.26,10.02,0.0,33.65,0.69,18.2,85.0,24.7,2022,2
2022-02-04 05:30:00,2.55,272.0,0.0,26.84,8.47,28.57,14.81,3.86,0.0,32.97,0.52,18.2,85.0,24.6,2022,2
2022-02-04 05:40:00,2.27,298.0,0.0,26.73,8.47,25.78,15.24,6.13,0.0,30.51,0.68,18.2,84.0,24.5,2022,2
2022-02-04 05:50:00,2.56,325.0,0.0,26.86,8.47,23.74,15.45,5.38,0.0,30.82,0.78,18.2,84.0,24.5,2022,2
2022-02-04 06:00:00,2.12,315.0,0.0,26.85,8.48,25.92,15.44,4.41,0.0,30.36,0.7,18.2,84.0,24.5,2022,2
2022-02-04 06:10:00,2.94,306.0,0.0,26.84,8.47,24.44,15.63,6.15,0.0,29.17,0.76,18.2,85.0,24.7,2022,2
2022-02-04 06:20:00,3.16,300.0,0.0,26.84,8.47,23.74,15.61,3.41,0.0,28.13,0.64,18.2,85.0,24.6,2022,2
2022-02-04 06:30:00,4.5,283.0,0.0,26.85,8.48,25.16,15.81,4.58,0.0,29.39,0.78,18.2,85.0,24.5,2022,2
2022-02-04 06:40:00,2.29,305.0,0.0,26.91,8.48,23.83,16.29,4.05,0.0,25.43,1.22,18.2,86.0,24.4,2022,2
2022-02-04 06:50:00,2.99,282.0,0.0,26.88,8.47,22.36,16.4,3.89,0.0,24.79,1.32,18.2,86.0,24.4,2022,2
2022-02-04 07:00:00,3.33,296.0,0.0,26.86,8.48,22.3,16.44,3.5,0.0,22.97,1.39,18.2,86.0,24.3,2022,2
2022-02-04 07:10:00,1.88,293.0,0.0,26.96,8.47,23.02,16.6,3.02,0.0,26.35,1.55,18.2,86.0,24.4,2022,2
2022-02-04 07:20:00,2.67,320.0,0.0,27.01,8.48,23.69,16.64,2.68,0.0,21.89,1.62,18.2,86.0,24.4,2022,2
2022-02-04 07:30:00,2.64,335.0,0.0,27.0,8.48,22.39,16.67,2.72,0.0,21.26,1.87,18.2,85.0,24.5,2022,2
2022-02-04 07:40:00,2.37,293.0,0.0,26.97,8.48,22.56,16.56,2.14,0.0,19.86,1.62,18.2,85.0,24.7,2022,2
2022-02-04 07:50:00,2.41,323.0,0.0,27.08,8.48,22.67,16.58,2.37,0.0,19.31,1.52,18.2,85.0,24.8,2022,2
2022-02-04 08:00:00,2.16,318.0,0.0,27.1,8.48,24.06,16.65,2.41,0.0,18.73,1.62,18.2,84.0,24.8,2022,2
2022-02-04 08:10:00,1.96,299.0,0.0,27.07,8.48,23.11,16.43,1.83,0.0,18.26,1.48,18.2,84.0,25.1,2022,2
2022-02-04 08:20:00,2.62,304.0,0.0,27.12,8.48,24.18,16.46,2.08,0.0,18.88,1.51,18.2,83.0,25.2,2022,2
2022-02-04 08:30:00,2.91,301.0,0.0,27.17,8.48,23.42,16.55,1.6,0.0,17.07,1.67,18.2,82.0,25.5,2022,2
2022-02-04 08:40:00,2.48,331.0,0.0,27.19,8.48,23.54,16.56,1.63,0.0,15.97,1.68,18.2,81.0,25.5,2022,2
2022-02-04 08:50:00,2.23,290.0,0.0,27.21,8.48,21.58,16.63,1.66,0.0,18.64,1.83,18.2,80.0,25.7,2022,2
2022-02-04 09:00:00,1.66,303.0,0.0,27.23,8.48,20.53,16.65,1.6,0.0,18.4,2.08,18.2,79.0,26.1,2022,2
2022-02-04 09:10:00,2.16,276.0,0.0,27.27,8.48,21.12,16.69,1.57,0.0,17.28,2.62,18.2,78.0,26.1,2022,2
2022-02-04 09:20:00,1.6,275.0,0.0,27.29,8.48,21.79,16.75,1.38,0.0,18.78,2.99,18.2,78.0,26.5,2022,2
2022-02-04 09:30:00,2.76,268.0,0.0,27.32,8.48,22.96,16.75,1.11,0.0,21.81,3.37,18.2,77.0,26.6,2022,2
2022-02-04 09:40:00,2.93,230.0,0.0,27.36,8.48,21.38,16.88,1.0,0.0,21.28,4.44,18.2,78.0,26.6,2022,2
2022-02-04 09:50:00,2.01,210.0,0.0,27.39,8.48,20.18,16.9,1.02,0.0,21.52,4.68,18.2,78.0,26.7,2022,2
2022-02-04 10:00:00,2.99,236.0,0.0,27.39,8.48,22.63,16.89,1.1,0.0,21.34,4.76,18.2,78.0,26.7,2022,2
2022-02-04 10:10:00,3.37,218.0,0.0,27.42,8.48,22.04,16.9,1.22,0.0,20.94,4.81,18.2,78.0,26.7,2022,2
2022-02-04 10:20:00,3.66,204.0,0.0,27.43,8.48,22.29,16.88,1.2,0.0,21.24,4.71,18.2,77.0,26.6,2022,2
2022-02-04 10:30:00,3.01,218.0,0.0,27.46,8.48,24.62,16.88,1.27,0.0,21.09,4.65,18.2,79.0,26.6,2022,2
2022-02-04 10:40:00,4.11,214.0,0.0,27.5,8.48,21.8,16.88,1.49,0.0,21.96,4.69,18.2,77.0,26.6,2022,2
2022-02-04 10:50:00,3.56,231.0,0.0,27.52,8.48,22.98,16.89,1.39,0.0,24.23,4.73,18.2,78.0,26.8,2022,2
2022-02-04 11:00:00,3.83,232.0,0.0,27.53,8.48,21.46,16.87,1.34,0.0,21.91,4.69,18.2,79.0,26.7,2022,2
2022-02-04 11:10:00,5.05,215.0,0.0,27.55,8.48,21.88,16.86,1.56,0.0,22.42,4.62,18.2,78.0,26.7,2022,2
2022-02-04 11:20:00,4.03,211.0,0.0,27.63,8.48,20.98,16.88,1.42,0.0,22.12,4.53,18.2,79.0,26.8,2022,2
2022-02-04 11:30:00,4.41,208.0,0.0,27.67,8.48,21.76,16.89,1.28,0.0,21.54,4.5,18.2,79.0,26.5,2022,2
2022-02-04 11:40:00,4.68,190.0,0.0,27.7,8.48,19.1,16.88,1.22,0.0,22.37,4.61,18.2,80.0,26.8,2022,2
2022-02-04 11:50:00,3.51,233.0,0.0,27.7,8.48,23.06,16.87,1.63,0.0,22.15,4.63,18.2,79.0,26.7,2022,2
2022-02-04 12:00:00,4.51,204.0,0.0,27.72,8.47,20.45,16.85,1.46,0.0,21.87,4.63,18.2,80.0,26.8,2022,2
2022-02-04 12:10:00,3.7,220.0,0.0,27.73,8.48,20.71,16.87,1.96,0.0,23.59,4.72,18.2,81.0,27.1,2022,2
2022-02-04 12:20:00,2.98,216.0,0.0,27.75,8.48,21.26,16.86,1.56,0.0,21.77,4.76,18.2,81.0,27.0,2022,2
2022-02-04 12:30:00,3.48,197.0,0.0,27.78,8.48,20.02,16.85,1.3,0.0,20.79,4.74,18.2,78.0,26.9,2022,2
2022-02-04 12:40:00,3.55,213.0,0.0,27.84,8.48,21.19,16.85,1.3,0.0,22.91,4.78,18.2,78.0,26.9,2022,2
2022-02-04 12:50:00,3.25,187.0,0.0,27.88,8.48,21.64,16.84,1.36,0.0,24.7,4.74,18.2,79.0,26.9,2022,2
2022-02-04 13:00:00,3.57,180.0,0.0,27.89,8.48,20.57,16.84,1.29,0.0,24.03,4.81,18.2,78.0,27.0,2022,2
2022-02-04 13:10:00,3.8,195.0,0.0,27.9,8.48,20.46,16.84,1.43,0.0,23.08,4.85,18.2,78.0,26.7,2022,2
2022-02-04 13:20:00,4.34,186.0,0.0,27.93,8.48,20.41,16.83,1.51,0.0,24.54,4.86,18.2,80.0,26.8,2022,2
2022-02-04 13:30:00,4.46,194.0,0.0,27.94,8.48,20.71,16.84,1.33,0.0,23.55,4.83,18.2,80.0,26.8,2022,2
2022-02-04 13:40:00,3.88,211.0,0.0,27.94,8.48,20.13,16.83,1.48,0.0,22.51,4.84,18.2,81.0,27.1,2022,2
2022-02-04 13:50:00,5.36,188.0,0.0,27.94,8.48,19.41,16.82,1.4,0.0,22.28,4.9,18.2,80.0,26.8,2022,2
2022-02-04 14:00:00,5.53,199.0,0.0,27.98,8.49,19.76,16.83,1.11,0.0,22.92,4.95,18.2,80.0,26.8,2022,2
2022-02-04 14:10:00,4.67,189.0,0.0,28.03,8.49,21.12,16.83,1.23,0.0,24.23,5.0,18.2,79.0,26.9,2022,2
2022-02-04 14:20:00,6.2,212.0,0.0,28.01,8.49,27.5,16.82,1.31,0.0,23.71,5.05,18.2,81.0,27.1,2022,2
2022-02-04 14:30:00,4.87,214.0,0.0,27.99,8.49,20.29,16.81,1.27,0.0,25.95,5.05,18.2,81.0,26.9,2022,2
2022-02-04 14:40:00,5.44,231.0,0.0,27.97,8.49,20.06,16.82,1.3,0.0,27.97,5.09,18.2,79.0,27.1,2022,2
2022-02-04 14:50:00,4.47,207.0,0.0,27.95,8.49,21.87,16.79,1.15,0.0,25.98,5.03,18.2,82.0,27.3,2022,2
2022-02-04 15:00:00,5.15,234.0,0.0,27.93,8.49,20.18,16.79,1.21,0.0,27.61,5.12,18.2,81.0,27.1,2022,2
2022-02-04 15:10:00,4.76,225.0,0.0,27.92,8.49,19.67,16.76,1.41,0.0,27.81,5.09,18.2,80.0,27.1,2022,2
2022-02-04 15:20:00,4.64,224.0,0.0,27.89,8.5,20.92,16.76,1.53,0.0,28.34,5.17,18.2,80.0,27.1,2022,2
2022-02-04 15:30:00,5.04,221.0,0.0,27.9,8.5,20.13,16.76,1.33,0.0,28.34,5.15,18.2,81.0,27.0,2022,2
2022-02-04 15:40:00,4.74,230.0,0.0,27.9,8.5,20.55,16.73,1.28,0.0,27.27,5.17,18.2,81.0,27.1,2022,2
2022-02-04 15:50:00,4.97,215.0,0.0,27.89,8.5,20.68,16.75,1.25,0.0,26.69,5.19,18.2,81.0,27.2,2022,2
2022-02-04 16:00:00,4.69,212.0,0.0,27.88,8.51,20.28,16.75,1.11,0.0,27.1,5.25,18.2,81.0,27.3,2022,2
2022-02-04 16:10:00,3.85,232.0,0.0,27.88,8.51,20.59,16.76,1.27,0.0,27.62,5.19,18.2,82.0,27.5,2022,2
2022-02-04 16:20:00,3.73,207.0,0.0,27.86,8.5,20.22,16.74,1.2,0.0,26.75,5.15,18.2,82.0,27.4,2022,2
2022-02-04 16:30:00,4.23,208.0,0.0,27.86,8.51,20.94,16.74,1.42,0.0,26.08,5.14,18.2,82.0,27.3,2022,2
2022-02-04 16:40:00,4.4,204.0,0.0,28.26,8.51,19.37,16.69,2.09,0.0,39.56,4.24,18.2,80.0,27.1,2022,2
2022-02-04 16:50:00,4.68,216.0,0.0,28.25,8.51,20.71,16.62,2.01,0.0,49.31,3.97,18.2,81.0,27.3,2022,2
2022-02-04 17:00:00,4.77,202.0,0.0,28.23,8.51,20.67,16.58,1.94,0.0,58.21,3.93,18.2,80.0,27.0,2022,2
2022-02-04 17:10:00,4.88,196.0,0.0,28.33,8.51,22.03,16.44,2.07,0.0,70.14,3.34,18.2,81.0,27.2,2022,2
2022-02-04 17:20:00,3.89,215.0,0.0,28.24,8.51,21.93,16.44,2.01,0.0,70.83,3.5,18.2,82.0,27.3,2022,2
2022-02-04 17:30:00,5.38,200.0,0.0,28.09,8.51,22.61,16.45,1.92,0.0,72.08,3.75,18.2,82.0,27.2,2022,2
2022-02-04 17:40:00,4.83,206.0,0.0,28.11,8.51,22.78,16.45,2.12,0.0,74.36,3.65,18.2,82.0,27.2,2022,2
2022-02-04 17:50:00,6.13,214.0,0.0,27.98,8.51,21.46,16.46,1.92,0.0,74.38,3.85,18.2,82.0,27.1,2022,2
2022-02-04 18:00:00,4.73,242.0,0.0,27.97,8.51,22.03,16.44,2.14,0.0,66.97,3.8,18.2,83.0,27.3,2022,2
2022-02-04 18:10:00,4.79,236.0,0.0,27.91,8.51,21.79,16.45,1.89,0.0,66.29,3.88,18.2,83.0,27.2,2022,2
2022-02-04 18:20:00,5.38,209.0,0.0,27.84,8.5,22.75,16.48,1.86,0.0,61.29,4.13,18.2,82.0,27.1,2022,2
2022-02-04 18:30:00,5.99,226.0,0.0,27.85,8.5,21.73,16.47,1.81,0.0,62.49,4.04,18.2,83.0,27.0,2022,2
2022-02-04 18:40:00,4.47,217.0,0.0,27.91,8.5,23.03,16.4,2.03,0.0,60.5,3.61,18.2,82.0,27.2,2022,2
2022-02-04 18:50:00,4.7,239.0,0.0,28.02,8.5,23.41,16.31,2.1,0.0,60.01,3.17,18.2,82.0,27.2,2022,2
2022-02-04 19:00:00,5.79,230.0,0.0,28.02,8.5,22.77,16.27,2.39,0.0,61.76,3.04,18.2,83.0,27.3,2022,2
2022-02-04 19:10:00,5.85,238.0,0.0,27.95,8.5,24.35,16.38,2.06,0.0,62.86,3.35,18.2,82.0,27.2,2022,2
